Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID3769,0,2021-03-07,13:20:38,2,Y,,22.0,3.79e-07,3
ID3770,7,2021-03-07,13:20:38,1,Y,,48.0,3.5e-07,2
ID3771,0,2021-03-07,13:40:48,2,N,,,,0
ID3772,7,2021-03-07,13:40:48,4,Y,,12.0,1.52e-07,3
ID3773,5,2021-03-07,13:46:34,4,Y,,16.0,2.76e-07,3
ID3774,5,2021-03-07,13:46:34,1,Y,,116.0,2.41e-07,2
ID3775,3,2021-03-07,13:52:19,0,N,,,,0
ID3776,3,2021-03-07,13:52:19,0,Y,,25.0,1.43e-07,2
ID3777,3,2021-03-07,13:53:46,0,Y,,30.0,2.75e-07,4
ID3778,5,2021-03-07,13:53:46,4,N,,,,0
ID3779,4,2021-03-07,14:35:31,4,Y,,29.0,2.35e-07,2
ID3780,4,2021-03-07,14:35:31,2,Y,,23.0,1.96e-07,4
ID3781,7,2021-03-07,14:42:43,1,Y,,11.0,3.1e-07,5
ID3782,6,2021-03-07,14:42:43,1,Y,,114.0,1.56e-07,3
ID3783,4,2021-03-07,15:25:55,3,Y,,27.0,5.3e-08,3
ID3784,1,2021-03-07,15:25:55,3,Y,,64.0,2.07e-07,3
ID3785,0,2021-03-07,15:30:14,0,Y,,59.0,2.2e-07,2
ID3786,6,2021-03-07,15:30:14,4,N,,,,0
ID3787,5,2021-03-07,15:36:00,2,Y,,10.0,2.06e-07,5
ID3788,6,2021-03-07,15:36:00,0,Y,,84.0,1e-07,2
ID3789,2,2021-03-07,15:59:02,1,N,,,,0
ID3790,4,2021-03-07,15:59:02,0,N,,,,0
ID3791,1,2021-03-07,16:24:58,0,N,,,,0
ID3792,3,2021-03-07,16:24:58,0,Y,,56.0,6.7e-08,5
ID3793,2,2021-03-07,16:43:41,4,N,,,,0
ID3794,4,2021-03-07,16:43:41,2,Y,,119.0,3.89e-07,4
ID3795,2,2021-03-07,16:46:34,3,Y,,19.0,1.43e-07,3
ID3796,4,2021-03-07,16:46:34,1,Y,,96.0,3.21e-07,4
ID3797,5,2021-03-07,16:58:05,0,Y,,13.0,9.7e-08,5
ID3798,0,2021-03-07,16:58:05,0,Y,,22.0,3.49e-07,5
ID3799,7,2021-03-07,17:15:22,3,N,,,,0
ID3800,1,2021-03-07,17:15:22,4,N,,,,0
ID3801,1,2021-03-08,9:07:12,0,Y,,43.0,2.04e-07,3
ID3802,6,2021-03-08,9:07:12,1,Y,,39.0,2.39e-07,2
ID3803,2,2021-03-08,9:57:36,4,Y,,26.0,9.9e-08,5
ID3804,0,2021-03-08,9:57:36,3,Y,,27.0,2.54e-07,2
ID3805,2,2021-03-08,10:24:58,2,Y,,72.0,4.2e-07,5
ID3806,1,2021-03-08,10:24:58,1,Y,,77.0,3.1e-08,4
ID3807,6,2021-03-08,10:29:17,0,Y,,119.0,5.1e-08,3
ID3808,2,2021-03-08,10:29:17,1,Y,,30.0,1.13e-07,4
ID3809,0,2021-03-08,10:36:29,2,Y,,112.0,2.26e-07,4
ID3810,4,2021-03-08,10:36:29,0,Y,,34.0,3.17e-07,2
ID3811,3,2021-03-08,11:19:41,4,Y,,99.0,8.5e-08,3
ID3812,3,2021-03-08,11:19:41,0,N,,,,0
ID3813,4,2021-03-08,11:22:34,0,Y,,40.0,1.68e-07,4
ID3814,6,2021-03-08,11:22:34,3,Y,,55.0,1.98e-07,3
ID3815,3,2021-03-08,12:23:02,0,Y,,79.0,8.5e-08,3
ID3816,3,2021-03-08,12:23:02,4,Y,,67.0,2.31e-07,3
ID3817,7,2021-03-08,12:25:55,0,Y,,68.0,6.7e-08,4
ID3818,5,2021-03-08,12:25:55,3,Y,,69.0,3.88e-07,5
ID3819,1,2021-03-08,13:07:41,4,N,,,,0
ID3820,1,2021-03-08,13:07:41,2,Y,,29.0,1.55e-07,3
ID3821,1,2021-03-08,13:10:34,4,Y,,62.0,3.22e-07,3
ID3822,7,2021-03-08,13:10:34,2,Y,,109.0,3.19e-07,4
ID3823,6,2021-03-08,13:33:36,2,Y,,59.0,2.7e-07,3
ID3824,5,2021-03-08,13:33:36,4,Y,,51.0,1.81e-07,4
ID3825,3,2021-03-08,13:46:34,3,Y,,11.0,3.22e-07,4
ID3826,7,2021-03-08,13:46:34,0,N,,,,0
ID3827,5,2021-03-08,13:50:53,2,Y,,44.0,2.06e-07,4
ID3828,7,2021-03-08,13:50:53,2,Y,,35.0,2.36e-07,2
ID3829,0,2021-03-08,13:55:12,3,Y,,17.0,2.18e-07,1
ID3830,1,2021-03-08,13:55:12,3,Y,,105.0,3.68e-07,4
ID3831,2,2021-03-08,14:35:31,3,N,,,,0
ID3832,3,2021-03-08,14:35:31,4,N,,,,0
ID3833,2,2021-03-08,15:00:00,0,Y,,10.0,3.4e-08,5
ID3834,0,2021-03-08,15:00:00,2,Y,,110.0,1.14e-07,3
ID3835,3,2021-03-08,15:04:19,2,Y,,41.0,7.3e-08,5
ID3836,7,2021-03-08,15:04:19,1,Y,,46.0,1.5e-07,4
ID3837,6,2021-03-08,15:25:55,0,Y,,109.0,1.82e-07,3
ID3838,0,2021-03-08,15:25:55,4,Y,,18.0,1.79e-07,5
ID3839,0,2021-03-08,15:40:19,2,Y,,61.0,1.41e-07,4
ID3840,1,2021-03-08,15:40:19,3,Y,,42.0,2.45e-07,3
ID3841,2,2021-03-08,16:37:55,2,Y,,105.0,3.15e-07,3
ID3842,6,2021-03-08,16:37:55,0,Y,,85.0,3.4e-08,3
ID3843,0,2021-03-08,17:00:58,1,Y,,95.0,3.05e-07,3
ID3844,1,2021-03-08,17:00:58,2,Y,,71.0,6e-08,5
ID3845,3,2021-03-08,17:31:12,2,Y,,15.0,2.92e-07,3
ID3846,0,2021-03-08,17:31:12,0,Y,,21.0,1.71e-07,5
ID3847,2,2021-03-08,17:38:24,3,Y,,123.0,1.23e-07,4
ID3848,4,2021-03-08,17:38:24,0,Y,,107.0,2.39e-07,1
ID3849,5,2021-03-08,17:48:29,3,Y,,93.0,4.1e-07,3
ID3850,1,2021-03-08,17:48:29,2,Y,,110.0,3.1e-08,4
ID3851,2,2021-03-08,17:48:29,3,Y,,18.0,1.27e-07,5
ID3852,4,2021-03-08,17:48:29,1,Y,,33.0,2.83e-07,3
ID3853,4,2021-03-08,17:51:22,1,Y,,71.0,2.76e-07,4
ID3854,1,2021-03-08,17:51:22,0,Y,,19.0,3.07e-07,4
ID3855,1,2021-03-08,17:52:48,2,Y,,93.0,4.01e-07,4
ID3856,2,2021-03-08,17:52:48,4,Y,,43.0,2.19e-07,1
ID3857,2,2021-03-09,9:18:43,4,Y,,92.0,2.93e-07,5
ID3858,6,2021-03-09,9:18:43,1,Y,,19.0,3.14e-07,3
ID3859,1,2021-03-09,9:40:19,1,N,,,,0
ID3860,0,2021-03-09,9:40:19,1,Y,,66.0,1.35e-07,1
ID3861,3,2021-03-09,10:13:26,1,Y,,47.0,1.36e-07,4
ID3862,1,2021-03-09,10:13:26,4,Y,,80.0,3.23e-07,3
ID3863,3,2021-03-09,10:27:50,3,Y,,82.0,2.17e-07,2
ID3864,6,2021-03-09,10:27:50,4,Y,,88.0,1.71e-07,1
ID3865,6,2021-03-09,10:29:17,4,Y,,51.0,8.6e-08,4
ID3866,0,2021-03-09,10:29:17,1,Y,,41.0,3.24e-07,3
ID3867,2,2021-03-09,10:30:43,2,Y,,46.0,1.74e-07,1
ID3868,6,2021-03-09,10:30:43,4,Y,,113.0,4.01e-07,4
ID3869,2,2021-03-09,11:02:24,0,Y,,52.0,1.76e-07,4
ID3870,2,2021-03-09,11:02:24,4,Y,,77.0,3.01e-07,3
ID3871,3,2021-03-09,11:03:50,3,Y,,119.0,1.16e-07,1
ID3872,2,2021-03-09,11:03:50,2,N,,,,0
ID3873,5,2021-03-09,11:22:34,0,Y,,63.0,5e-08,3
ID3874,0,2021-03-09,11:22:34,3,Y,,41.0,3.81e-07,4
ID3875,2,2021-03-09,11:48:29,1,Y,,93.0,4e-07,5
ID3876,0,2021-03-09,11:48:29,3,Y,,63.0,3.06e-07,2
ID3877,2,2021-03-09,13:22:05,1,N,,,,0
ID3878,6,2021-03-09,13:22:05,3,Y,,43.0,1.17e-07,2
ID3879,4,2021-03-09,13:26:24,2,Y,,88.0,1.56e-07,4
ID3880,7,2021-03-09,13:26:24,1,Y,,100.0,6.6e-08,4
ID3881,2,2021-03-09,13:45:07,0,N,,,,0
ID3882,7,2021-03-09,13:45:07,0,Y,,108.0,6.1e-08,5
ID3883,3,2021-03-09,15:21:36,2,Y,,88.0,2.41e-07,3
ID3884,2,2021-03-09,15:21:36,2,N,,,,0
ID3885,0,2021-03-09,15:23:02,1,Y,,72.0,2.83e-07,3
ID3886,5,2021-03-09,15:23:02,3,Y,,52.0,2.11e-07,5
ID3887,7,2021-03-09,15:27:22,4,Y,,15.0,2.83e-07,5
ID3888,1,2021-03-09,15:27:22,2,Y,,113.0,2.89e-07,3
ID3889,6,2021-03-09,15:41:46,4,Y,,123.0,3.02e-07,1
ID3890,3,2021-03-09,15:41:46,2,Y,,97.0,1.21e-07,4
ID3891,0,2021-03-09,15:43:12,0,Y,,22.0,2.8e-07,3
ID3892,3,2021-03-09,15:43:12,1,Y,,62.0,3.96e-07,5
ID3893,0,2021-03-09,15:44:38,1,Y,,79.0,3.62e-07,1
ID3894,2,2021-03-09,15:44:38,2,Y,,85.0,1.87e-07,4
ID3895,7,2021-03-09,15:59:02,4,Y,,74.0,4.7e-08,5
ID3896,4,2021-03-09,15:59:02,3,Y,,61.0,3e-07,4
ID3897,2,2021-03-09,16:52:19,2,Y,,81.0,2.75e-07,2
ID3898,5,2021-03-09,16:52:19,0,N,,,,0
ID3899,5,2021-03-09,16:59:31,1,Y,,74.0,3.77e-07,5
ID3900,7,2021-03-09,16:59:31,1,Y,,32.0,2.59e-07,4
ID3901,3,2021-03-09,17:06:43,4,Y,,99.0,2.64e-07,3
ID3902,0,2021-03-09,17:06:43,0,N,,,,0
ID3903,1,2021-03-10,9:12:58,4,Y,,75.0,1.69e-07,5
ID3904,6,2021-03-10,9:12:58,2,N,,,,0
ID3905,1,2021-03-10,9:18:43,4,Y,,114.0,2.73e-07,5
ID3906,3,2021-03-10,9:18:43,4,N,,,,0
ID3907,4,2021-03-10,9:51:50,0,Y,,50.0,3.73e-07,3
ID3908,4,2021-03-10,9:51:50,4,N,,,,0
ID3909,4,2021-03-10,10:06:14,0,Y,,115.0,1.9e-07,2
ID3910,0,2021-03-10,10:06:14,0,Y,,48.0,9.1e-08,4
ID3911,5,2021-03-10,10:07:41,2,Y,,16.0,1.15e-07,1
ID3912,7,2021-03-10,10:07:41,4,Y,,74.0,3.97e-07,5
ID3913,5,2021-03-10,10:22:05,2,N,,,,0
ID3914,3,2021-03-10,10:22:05,1,N,,,,0
ID3915,3,2021-03-10,10:26:24,3,N,,,,0
ID3916,7,2021-03-10,10:26:24,3,Y,,37.0,3.05e-07,5
ID3917,6,2021-03-10,12:04:19,2,Y,,125.0,1.22e-07,3
ID3918,2,2021-03-10,12:04:19,0,Y,,42.0,2.35e-07,3
ID3919,4,2021-03-10,12:48:58,2,N,,,,0
ID3920,0,2021-03-10,12:48:58,3,Y,,43.0,3.6e-08,3
ID3921,0,2021-03-10,13:29:17,3,Y,,74.0,1.6e-07,4
ID3922,5,2021-03-10,13:29:17,0,Y,,90.0,2.97e-07,3
ID3923,3,2021-03-10,13:32:10,1,N,,,,0
ID3924,4,2021-03-10,13:32:10,0,Y,,84.0,3.82e-07,5
ID3925,5,2021-03-10,13:42:14,2,Y,,51.0,4.05e-07,3
ID3926,2,2021-03-10,13:42:14,1,N,,,,0
ID3927,2,2021-03-10,13:45:07,3,Y,,90.0,2.63e-07,3
ID3928,5,2021-03-10,13:45:07,0,Y,,82.0,4.9e-08,3
ID3929,3,2021-03-10,13:48:00,0,Y,,77.0,2.46e-07,3
ID3930,6,2021-03-10,13:48:00,4,N,,,,0
ID3931,3,2021-03-10,13:56:38,1,Y,,116.0,3.1e-08,3
ID3932,7,2021-03-10,13:56:38,2,Y,,120.0,8.4e-08,3
ID3933,1,2021-03-10,14:00:58,2,Y,,13.0,2.66e-07,1
ID3934,1,2021-03-10,14:00:58,3,Y,,26.0,1.81e-07,3
ID3935,7,2021-03-10,15:17:17,1,Y,,93.0,1.38e-07,3
ID3936,1,2021-03-10,15:17:17,1,Y,,20.0,3.3e-08,3
ID3937,7,2021-03-10,15:24:29,1,N,,,,0
ID3938,5,2021-03-10,15:24:29,3,Y,,113.0,7.8e-08,1
ID3939,7,2021-03-10,16:00:29,3,N,,,,0
ID3940,5,2021-03-10,16:00:29,2,Y,,113.0,3.75e-07,2
ID3941,3,2021-03-10,16:30:43,3,Y,,44.0,1.97e-07,5
ID3942,0,2021-03-10,16:30:43,2,Y,,103.0,8.3e-08,3
ID3943,3,2021-03-10,16:46:34,3,Y,,92.0,3.83e-07,2
ID3944,1,2021-03-10,16:46:34,3,Y,,92.0,2.6e-07,3
ID3945,1,2021-03-10,17:05:17,3,Y,,33.0,3.14e-07,5
ID3946,1,2021-03-10,17:05:17,1,Y,,24.0,2.8e-07,5
ID3947,3,2021-03-10,17:35:31,3,Y,,84.0,1.23e-07,3
ID3948,4,2021-03-10,17:35:31,4,Y,,99.0,1.67e-07,3
ID3949,7,2021-03-11,9:10:05,4,N,,,,0
ID3950,2,2021-03-11,9:10:05,4,Y,,58.0,1.36e-07,5
ID3951,5,2021-03-11,9:38:53,3,N,,,,0
ID3952,3,2021-03-11,9:38:53,0,Y,,27.0,8.8e-08,1
ID3953,3,2021-03-11,9:40:19,2,Y,,48.0,4.4e-08,3
ID3954,4,2021-03-11,9:40:19,1,Y,,86.0,3.97e-07,5
ID3955,1,2021-03-11,9:57:36,3,N,,,,0
ID3956,3,2021-03-11,9:57:36,4,Y,,82.0,3.17e-07,3
ID3957,4,2021-03-11,10:01:55,4,Y,,54.0,2.52e-07,4
ID3958,1,2021-03-11,10:01:55,4,Y,,87.0,3.81e-07,4
ID3959,2,2021-03-11,10:09:07,0,Y,,114.0,3.75e-07,5
ID3960,4,2021-03-11,10:09:07,0,N,,,,0
ID3961,4,2021-03-11,10:24:58,0,Y,,104.0,4.8e-08,5
ID3962,7,2021-03-11,10:24:58,3,Y,,81.0,1.7e-07,5
ID3963,3,2021-03-11,10:30:43,2,Y,,120.0,2.37e-07,4
ID3964,3,2021-03-11,10:30:43,2,N,,,,0
ID3965,0,2021-03-11,10:49:26,1,Y,,72.0,3.11e-07,3
ID3966,7,2021-03-11,10:49:26,0,Y,,57.0,1.78e-07,3
ID3967,3,2021-03-11,10:50:53,0,Y,,74.0,4.8e-08,5
ID3968,5,2021-03-11,10:50:53,3,Y,,53.0,3.42e-07,3
ID3969,3,2021-03-11,11:00:58,2,Y,,79.0,1.37e-07,3
ID3970,6,2021-03-11,11:00:58,3,Y,,100.0,3.6e-07,3
ID3971,1,2021-03-11,11:26:53,3,Y,,116.0,2.71e-07,3
ID3972,2,2021-03-11,11:26:53,4,N,,,,0
ID3973,6,2021-03-11,11:38:24,3,Y,,14.0,1.04e-07,5
ID3974,5,2021-03-11,11:38:24,3,Y,,92.0,1.01e-07,5
ID3975,4,2021-03-11,12:02:53,0,Y,,92.0,1.5e-07,1
ID3976,5,2021-03-11,12:02:53,1,Y,,78.0,3.84e-07,4
ID3977,6,2021-03-11,12:20:10,4,Y,,36.0,4.2e-08,3
ID3978,4,2021-03-11,12:20:10,3,N,,,,0
ID3979,3,2021-03-11,12:20:10,2,Y,,20.0,2.72e-07,2
ID3980,1,2021-03-11,12:20:10,4,Y,,29.0,3.03e-07,5
ID3981,7,2021-03-11,12:31:41,2,Y,,119.0,4.11e-07,3
ID3982,6,2021-03-11,12:31:41,2,Y,,67.0,3.1e-07,5
ID3983,4,2021-03-11,12:38:53,3,N,,,,0
ID3984,6,2021-03-11,12:38:53,3,Y,,102.0,7.4e-08,1
ID3985,6,2021-03-11,12:56:10,3,Y,,72.0,3.24e-07,4
ID3986,2,2021-03-11,12:56:10,0,Y,,107.0,1.18e-07,5
ID3987,3,2021-03-11,12:57:36,3,N,,,,0
ID3988,0,2021-03-11,12:57:36,0,N,,,,0
ID3989,5,2021-03-11,13:32:10,2,Y,,106.0,9.1e-08,4
ID3990,5,2021-03-11,13:32:10,0,Y,,68.0,2.56e-07,2
ID3991,1,2021-03-11,13:40:48,4,Y,,44.0,3.98e-07,3
ID3992,0,2021-03-11,13:40:48,0,Y,,96.0,2.14e-07,1
ID3993,2,2021-03-11,13:50:53,2,N,,,,0
ID3994,7,2021-03-11,13:50:53,4,Y,,53.0,3.4e-08,4
ID3995,1,2021-03-11,13:56:38,3,Y,,100.0,6.5e-08,1
ID3996,0,2021-03-11,13:56:38,3,Y,,75.0,1.15e-07,2
ID3997,4,2021-03-11,13:59:31,2,Y,,109.0,2.59e-07,3
ID3998,5,2021-03-11,13:59:31,2,Y,,95.0,1.34e-07,4
ID3999,7,2021-03-11,14:22:34,1,Y,,69.0,5.9e-08,4
ID4000,0,2021-03-11,14:22:34,3,Y,,113.0,1.75e-07,5
ID4001,5,2021-03-11,14:26:53,0,Y,,108.0,9.2e-08,2
ID4002,5,2021-03-11,14:26:53,3,Y,,46.0,3.2e-07,2
ID4003,5,2021-03-11,14:28:19,2,Y,,71.0,1.08e-07,1
ID4004,2,2021-03-11,14:28:19,0,Y,,124.0,1.72e-07,2
ID4005,6,2021-03-11,15:21:36,4,Y,,79.0,6.1e-08,4
ID4006,2,2021-03-11,15:21:36,2,Y,,111.0,1.54e-07,5
ID4007,1,2021-03-11,15:24:29,2,Y,,27.0,4.3e-08,4
ID4008,0,2021-03-11,15:24:29,3,Y,,69.0,2.22e-07,4
ID4009,5,2021-03-11,15:34:34,2,Y,,121.0,3.16e-07,1
ID4010,7,2021-03-11,15:34:34,3,Y,,16.0,3.75e-07,3
ID4011,7,2021-03-11,15:59:02,1,N,,,,0
ID4012,4,2021-03-11,15:59:02,3,Y,,35.0,3.68e-07,5
ID4013,0,2021-03-11,16:10:34,3,Y,,85.0,2.24e-07,3
ID4014,1,2021-03-11,16:10:34,0,Y,,73.0,1.77e-07,2
ID4015,6,2021-03-11,16:13:26,2,Y,,101.0,2.97e-07,3
ID4016,4,2021-03-11,16:13:26,0,Y,,89.0,2.68e-07,2
ID4017,2,2021-03-11,17:34:05,4,Y,,70.0,3.01e-07,5
ID4018,2,2021-03-11,17:34:05,1,Y,,52.0,3.32e-07,3
ID4019,4,2021-03-11,17:39:50,1,N,,,,0
ID4020,1,2021-03-11,17:39:50,3,Y,,91.0,5.7e-08,1
ID4021,5,2021-03-11,17:39:50,2,N,,,,0
ID4022,2,2021-03-11,17:39:50,4,Y,,18.0,3.44e-07,5
ID4023,6,2021-03-12,9:11:31,1,Y,,32.0,2.76e-07,1
ID4024,3,2021-03-12,9:11:31,2,Y,,71.0,3e-07,3
ID4025,7,2021-03-12,9:36:00,4,Y,,54.0,1.55e-07,4
ID4026,1,2021-03-12,9:36:00,1,Y,,121.0,2.64e-07,4
ID4027,1,2021-03-12,9:57:36,4,Y,,59.0,6.7e-08,3
ID4028,4,2021-03-12,9:57:36,1,Y,,59.0,6.3e-08,2
ID4029,4,2021-03-12,10:01:55,2,Y,,108.0,2e-07,5
ID4030,7,2021-03-12,10:01:55,4,Y,,35.0,1.31e-07,4
ID4031,7,2021-03-12,10:03:22,2,Y,,22.0,3.31e-07,5
ID4032,2,2021-03-12,10:03:22,4,Y,,37.0,2.69e-07,5
ID4033,6,2021-03-12,10:09:07,2,Y,,14.0,4.12e-07,3
ID4034,3,2021-03-12,10:09:07,2,N,,,,0
ID4035,6,2021-03-12,10:12:00,2,Y,,73.0,6.1e-08,3
ID4036,5,2021-03-12,10:12:00,3,N,,,,0
ID4037,2,2021-03-12,10:22:05,0,N,,,,0
ID4038,4,2021-03-12,10:22:05,4,Y,,63.0,1.75e-07,1
ID4039,4,2021-03-12,10:42:14,4,Y,,64.0,3.5e-07,4
ID4040,5,2021-03-12,10:42:14,4,Y,,17.0,3.4e-07,3
ID4041,2,2021-03-12,11:12:29,1,Y,,42.0,1.59e-07,4
ID4042,2,2021-03-12,11:12:29,4,Y,,121.0,2.47e-07,1
ID4043,2,2021-03-12,11:13:55,2,Y,,56.0,2.09e-07,4
ID4044,5,2021-03-12,11:13:55,4,Y,,123.0,3.15e-07,4
ID4045,2,2021-03-12,11:16:48,0,Y,,27.0,4.9e-08,5
ID4046,1,2021-03-12,11:16:48,4,Y,,46.0,2.29e-07,4
ID4047,2,2021-03-12,12:01:26,4,Y,,117.0,1.27e-07,2
ID4048,0,2021-03-12,12:01:26,2,N,,,,0
ID4049,3,2021-03-12,12:57:36,1,Y,,64.0,3.21e-07,3
ID4050,4,2021-03-12,12:57:36,1,Y,,20.0,1.68e-07,4
ID4051,7,2021-03-12,13:29:17,1,Y,,21.0,3.94e-07,5
ID4052,3,2021-03-12,13:29:17,4,N,,,,0
ID4053,1,2021-03-12,14:00:58,3,Y,,118.0,1.57e-07,3
ID4054,7,2021-03-12,14:00:58,0,Y,,105.0,3.28e-07,2
ID4055,5,2021-03-12,14:18:14,4,Y,,117.0,4.6e-08,4
ID4056,6,2021-03-12,14:18:14,2,Y,,16.0,2.13e-07,4
ID4057,5,2021-03-12,14:31:12,0,Y,,110.0,1.21e-07,5
ID4058,2,2021-03-12,14:31:12,0,N,,,,0
ID4059,7,2021-03-12,14:32:38,0,Y,,57.0,1.25e-07,5
ID4060,5,2021-03-12,14:32:38,4,Y,,105.0,4.1e-07,3
ID4061,3,2021-03-12,14:57:07,0,Y,,95.0,3.72e-07,5
ID4062,4,2021-03-12,14:57:07,4,Y,,19.0,3.47e-07,2
ID4063,0,2021-03-12,16:06:14,4,Y,,25.0,3.1e-07,3
ID4064,0,2021-03-12,16:06:14,3,Y,,65.0,1.27e-07,2
ID4065,4,2021-03-12,16:23:31,4,Y,,27.0,1.68e-07,1
ID4066,4,2021-03-12,16:23:31,1,Y,,107.0,1.43e-07,1
ID4067,0,2021-03-12,17:00:58,0,Y,,90.0,2.19e-07,3
ID4068,0,2021-03-12,17:00:58,2,Y,,45.0,9.1e-08,3
ID4069,1,2021-03-12,17:11:02,2,Y,,39.0,3.43e-07,4
ID4070,5,2021-03-12,17:11:02,3,Y,,63.0,2.83e-07,5
ID4071,3,2021-03-12,17:52:48,0,Y,,95.0,3.8e-08,1
ID4072,5,2021-03-12,17:52:48,0,Y,,39.0,3.24e-07,4
ID4073,2,2021-03-13,9:02:53,0,N,,,,0
ID4074,6,2021-03-13,9:02:53,0,N,,,,0
ID4075,6,2021-03-13,9:02:53,0,Y,,125.0,6e-08,3
ID4076,6,2021-03-13,9:02:53,4,Y,,73.0,9e-08,4
ID4077,3,2021-03-13,9:38:53,0,Y,,116.0,5.6e-08,4
ID4078,5,2021-03-13,9:38:53,4,Y,,115.0,1.41e-07,2
ID4079,5,2021-03-13,10:49:26,0,N,,,,0
ID4080,7,2021-03-13,10:49:26,2,Y,,56.0,3.67e-07,2
ID4081,1,2021-03-13,11:15:22,4,Y,,123.0,1.59e-07,2
ID4082,0,2021-03-13,11:15:22,0,Y,,36.0,5e-08,1
ID4083,3,2021-03-13,11:28:19,4,Y,,84.0,9.3e-08,5
ID4084,6,2021-03-13,11:28:19,3,Y,,74.0,1.81e-07,3
ID4085,4,2021-03-13,11:38:24,3,Y,,20.0,2.56e-07,5
ID4086,6,2021-03-13,11:38:24,3,N,,,,0
ID4087,2,2021-03-13,11:42:43,2,Y,,13.0,2.73e-07,3
ID4088,3,2021-03-13,11:42:43,1,Y,,28.0,5.9e-08,3
ID4089,1,2021-03-13,13:42:14,1,Y,,13.0,1.15e-07,4
ID4090,6,2021-03-13,13:42:14,3,Y,,100.0,7.3e-08,3
ID4091,4,2021-03-13,14:13:55,1,Y,,119.0,1.75e-07,3
ID4092,7,2021-03-13,14:13:55,4,N,,,,0
ID4093,6,2021-03-13,14:18:14,4,Y,,125.0,3.43e-07,5
ID4094,5,2021-03-13,14:18:14,3,N,,,,0
ID4095,4,2021-03-13,14:38:24,4,Y,,88.0,1.07e-07,4
ID4096,0,2021-03-13,14:38:24,4,Y,,71.0,3.4e-08,4
ID4097,1,2021-03-13,14:41:17,1,Y,,99.0,3.4e-08,4
ID4098,1,2021-03-13,14:41:17,0,Y,,94.0,3.52e-07,1
ID4099,0,2021-03-13,15:00:00,0,Y,,115.0,3.12e-07,1
ID4100,0,2021-03-13,15:00:00,1,Y,,36.0,3.11e-07,5
ID4101,7,2021-03-13,15:02:53,2,Y,,72.0,2.32e-07,3
ID4102,0,2021-03-13,15:02:53,1,Y,,51.0,6.3e-08,3
ID4103,2,2021-03-13,15:36:00,0,Y,,11.0,2.73e-07,2
ID4104,7,2021-03-13,15:36:00,0,Y,,101.0,3.46e-07,5
ID4105,7,2021-03-13,15:38:53,0,Y,,119.0,3.37e-07,3
ID4106,2,2021-03-13,15:38:53,4,Y,,64.0,1.57e-07,3
ID4107,6,2021-03-13,15:44:38,4,Y,,12.0,2.5e-07,3
ID4108,3,2021-03-13,15:44:38,3,Y,,118.0,3.11e-07,3
ID4109,3,2021-03-13,15:59:02,2,Y,,107.0,1.51e-07,2
ID4110,6,2021-03-13,15:59:02,2,Y,,122.0,3.03e-07,3
ID4111,0,2021-03-13,16:17:46,2,Y,,41.0,2.21e-07,4
ID4112,0,2021-03-13,16:17:46,3,Y,,22.0,4.3e-08,1
ID4113,6,2021-03-13,16:53:46,4,N,,,,0
ID4114,6,2021-03-13,16:53:46,1,Y,,93.0,2.19e-07,3
ID4115,4,2021-03-13,17:02:24,0,Y,,20.0,2.6e-07,5
ID4116,1,2021-03-13,17:02:24,1,Y,,90.0,2.45e-07,4
ID4117,0,2021-03-13,17:24:00,4,Y,,107.0,3.93e-07,3
ID4118,4,2021-03-13,17:24:00,4,N,,,,0
ID4119,1,2021-03-13,17:44:10,1,Y,,38.0,3.43e-07,3
ID4120,5,2021-03-13,17:44:10,1,N,,,,0
ID4121,0,2021-03-14,9:00:00,3,Y,,50.0,1.17e-07,4
ID4122,3,2021-03-14,9:00:00,0,Y,,90.0,3.06e-07,4
ID4123,0,2021-03-14,9:20:10,0,Y,,22.0,2.61e-07,4
ID4124,5,2021-03-14,9:20:10,0,N,,,,0
ID4125,6,2021-03-14,9:57:36,3,Y,,67.0,3.05e-07,4
ID4126,1,2021-03-14,9:57:36,1,Y,,89.0,3.8e-07,3
ID4127,0,2021-03-14,10:07:41,2,Y,,21.0,3.46e-07,3
ID4128,2,2021-03-14,10:07:41,1,Y,,34.0,6.4e-08,4
ID4129,2,2021-03-14,10:09:07,1,Y,,77.0,4.8e-08,2
ID4130,2,2021-03-14,10:09:07,0,Y,,72.0,1.65e-07,1
ID4131,5,2021-03-14,10:32:10,3,Y,,83.0,1.21e-07,3
ID4132,4,2021-03-14,10:32:10,3,Y,,120.0,1.06e-07,3
ID4133,2,2021-03-14,11:09:36,1,Y,,82.0,2.56e-07,5
ID4134,6,2021-03-14,11:09:36,3,Y,,61.0,3.99e-07,5
ID4135,4,2021-03-14,11:25:26,1,Y,,69.0,1.59e-07,2
ID4136,4,2021-03-14,11:25:26,4,Y,,19.0,2.57e-07,4
ID4137,2,2021-03-14,11:36:58,4,Y,,35.0,2.55e-07,2
ID4138,4,2021-03-14,11:36:58,2,N,,,,0
ID4139,4,2021-03-14,11:52:48,1,Y,,11.0,3.88e-07,3
ID4140,4,2021-03-14,11:52:48,0,Y,,110.0,4.9e-08,3
ID4141,1,2021-03-14,13:00:29,2,Y,,119.0,1.37e-07,1
ID4142,4,2021-03-14,13:00:29,1,Y,,38.0,8.7e-08,4
